,country_name,scale,Farm Number,type,edge density for plots m/ha,total area (ha) user input,calculated area (ha) using polygon,total perimeter (m) user input,calculated perimeter (m) using polygon
1648,Argentina,CREA,Farm 142,farm_site_boundary,17.7,518.34,320.86,9182.0,9172.38
1649,Argentina,CREA,Farm 143,farm_site_boundary,25.79,555.17,346.57,14325.0,14316.09
1650,Argentina,CREA,Farm 167,farm_site_boundary,12.93,1161.24,652.54,15044.0,15013.37
1651,Argentina,CREA,Farm 125,farm_site_boundary,22.34,392.06,223.81,8772.0,8759.89
1652,Argentina,CREA,Farm 144,farm_site_boundary,32.65,232.58,146.15,7602.0,7593.96
1653,Argentina,CREA,Farm 136,farm_site_boundary,23.81,321.38,222.63,7663.0,7651.06
1654,Argentina,CREA,Farm 151,farm_site_boundary,22.48,530.37,315.96,11947.0,11921.01
1655,Argentina,CREA,Farm 134,farm_site_boundary,12.21,2021.14,1121.46,24743.0,24682.26
1656,Argentina,CREA,Farm 123,farm_site_boundary,14.76,827.89,482.31,12234.0,12219.97
1657,Brazil,Other,Farm 226,barn,0.0,0.22,0.31,224.0,222.68
1658,Brazil,Other,Farm 236,residence,0.0,0.03,0.04,77.0,76.84
1659,Brazil,Other,Farm 236,farm_site_boundary,494.58,0.75,0.77,371.0,369.85
1660,Brazil,Other,Farm 236,garden,2385.62,0.03,0.03,72.0,71.81
1661,Argentina,Other,Farm 230,garden,275.77,2.25,1.21,621.0,620.76
1662,Brazil,Other,Farm 232,garden,2492.83,0.03,0.02,65.0,64.56
1663,Brazil,Other,Farm 232,barn,0.0,0.02,0.02,69.0,68.78
1664,Brazil,Other,Farm 237,farm_site_boundary,141.29,8.05,9.75,1141.0,1137.15
1665,Brazil,Other,Farm 233,natural_area,280.83,2.77,2.27,780.0,778.35
1666,Brazil,Other,Farm 233,farm_site_boundary,184.11,6.29,5.16,1159.0,1157.21
1667,Brazil,Other,Farm 238,farm_site_boundary,76.85,30.75,31.66,2371.0,2363.07
1668,Brazil,Other,Farm 238,greenhouse,4959.09,0.01,0.01,35.0,34.71
1669,Brazil,Other,Farm 233,natural_area,256.75,3.12,2.56,802.0,800.76
1670,Brazil,Other,Farm 226,garden,565.06,0.54,0.76,303.0,302.3
1671,Brazil,Other,Farm 226,natural_area,563.79,0.56,0.79,318.0,317.02
1672,Brazil,Other,Farm 239,barn,0.0,0.04,0.06,80.0,79.7
1673,Brazil,Other,Farm 226,ceremonial_area,0.0,2.28,3.22,670.0,667.93
1674,Brazil,Other,Farm 240,farm_site_boundary,83.24,28.25,24.17,2357.0,2351.29
1675,Brazil,Other,Farm 231,garden,1684.45,0.24,0.2,401.0,399.89
1676,Brazil,Other,Farm 231,garden,546.96,0.65,0.56,355.0,354.92
1677,Brazil,Other,Farm 231,natural_area,471.56,1.9,1.63,900.0,897.14
1678,Brazil,Other,Farm 231,residence,0.0,0.01,0.01,53.0,52.88
1679,Brazil,Other,Farm 231,barn,0.0,0.02,0.02,63.0,62.93
1680,Brazil,Other,Farm 231,field,1121.68,0.14,0.12,161.0,160.4
1681,Brazil,Other,Farm 241,farm_site_boundary,310.67,1.66,1.42,517.0,515.65
1682,Brazil,Other,Farm 241,garden,962.75,0.18,0.15,173.0,172.33
1683,Brazil,Other,Farm 232,surface_water,2109.78,0.05,0.04,101.0,100.64
1684,Brazil,Other,Farm 232,surface_water,2717.82,0.02,0.02,68.0,67.4
1685,Brazil,Other,Farm 232,surface_water,3405.99,0.02,0.01,55.0,54.5
1686,Brazil,Other,Farm 232,surface_water,2523.64,0.02,0.02,57.0,56.53
1687,Brazil,Other,Farm 232,surface_water,1323.16,0.08,0.07,108.0,107.7
1688,Brazil,Other,Farm 232,surface_water,7582.56,0.0,0.0,20.0,19.71
1689,Brazil,Other,Farm 237,field,293.86,2.53,3.06,746.0,743.56
1690,Brazil,Other,Farm 242,garden,1559.01,0.07,0.1,104.0,103.52
1691,Brazil,Other,Farm 243,field,10973.42,0.0,0.0,18.0,17.56
1692,Brazil,Other,Farm 168,ceremonial_area,0.0,0.01,0.01,39.0,39.38
1693,Brazil,Other,Farm 168,field,709.2,0.26,0.33,184.0,183.9
1694,Brazil,Other,Farm 168,natural_area,864.42,0.27,0.34,231.0,230.54
1695,Brazil,Other,Farm 168,garden,1804.47,0.05,0.07,94.0,93.29
1696,Brazil,Other,Farm 244,field,25.72,237.19,200.69,6116.0,6100.6
1697,Argentina,CREA,Farm 156,farm_site_boundary,46.3,77.76,41.71,3606.0,3600.45
1698,Argentina,CREA,Farm 157,farm_site_boundary,45.16,85.87,46.76,3881.0,3878.19
1699,Argentina,CREA,Farm 154,farm_site_boundary,30.54,180.83,99.17,5534.0,5523.32
1700,Argentina,CREA,Farm 114,farm_site_boundary,27.6,314.36,179.01,8687.0,8675.28
1701,Argentina,CREA,Farm 115,farm_site_boundary,17.61,703.58,394.01,12410.0,12389.57
1702,Argentina,CREA,Farm 116,farm_site_boundary,10.87,1681.47,959.4,18293.0,18279.0
1703,Argentina,CREA,Farm 119,farm_site_boundary,16.43,781.8,447.0,12865.0,12847.36
1704,Argentina,CREA,Farm 117,farm_site_boundary,22.86,442.02,252.47,10125.0,10105.09
1705,Argentina,CREA,Farm 118,farm_site_boundary,11.35,1259.85,718.72,14308.0,14294.8
1706,Argentina,CREA,Farm 152,farm_site_boundary,17.12,704.49,404.85,12079.0,12058.82
1707,Argentina,CREA,Farm 155,farm_site_boundary,75.63,28.71,15.73,2175.0,2171.46
1708,Argentina,CREA,Farm 127,farm_site_boundary,28.37,220.48,126.16,6263.0,6255.83
1709,Argentina,CREA,Farm 126,farm_site_boundary,15.02,719.85,412.22,10831.0,10814.48
1710,Argentina,CREA,Farm 124,farm_site_boundary,37.66,130.99,74.79,4943.0,4932.96
1711,Brazil,Other,Farm 245,field,13299.47,0.0,0.0,16.0,15.96
1712,Brazil,Other,Farm 246,field,585.0,0.6,0.55,352.0,350.59
1713,Brazil,Other,Farm 246,field,384.54,2.07,1.89,797.0,795.68
1714,Brazil,Other,Farm 246,field,413.01,1.3,1.19,539.0,538.03
1715,Brazil,Other,Farm 246,natural_area,352.66,1.57,1.43,553.0,552.22
1716,Brazil,Other,Farm 246,field,709.21,0.34,0.31,242.0,241.7
1717,Brazil,Other,Farm 246,field,1037.82,0.15,0.14,160.0,159.93
1718,Brazil,Other,Farm 246,surface_water,1011.49,0.16,0.15,165.0,164.16
1719,Brazil,Other,Farm 246,field,703.21,0.41,0.37,288.0,287.05
1720,Brazil,Other,Farm 246,field,711.01,0.34,0.31,239.0,238.47
1721,Brazil,Other,Farm 246,field,899.31,0.2,0.18,178.0,177.7
1722,Brazil,Other,Farm 246,field,596.64,0.53,0.48,315.0,314.61
1723,Brazil,Other,Farm 246,field,572.31,0.65,0.6,375.0,374.63
1724,Brazil,Other,Farm 246,residence,0.0,0.56,0.51,314.0,313.54
1725,Brazil,Other,Farm 246,field,680.44,0.44,0.4,302.0,301.77
1726,Brazil,Other,Farm 246,residence,0.0,0.13,0.12,169.0,168.9
1727,Brazil,Other,Farm 247,garden,2191.14,0.04,0.04,85.0,84.8
1728,Brazil,Other,Farm 246,surface_water,1235.58,0.13,0.12,157.0,156.43
1729,Brazil,Other,Farm 246,surface_water,698.76,0.93,0.85,654.0,651.52
1730,Brazil,Other,Farm 248,residence,0.0,0.18,0.26,176.0,175.3
1731,Brazil,Other,Farm 209,garden,1602.61,0.07,0.07,108.0,107.53
1732,Brazil,Other,Farm 209,garden,3316.17,0.02,0.02,63.0,63.01
1733,Brazil,Other,Farm 209,garden,2574.06,0.04,0.05,116.0,115.58
1734,Brazil,Other,Farm 209,garden,1269.74,0.1,0.11,133.0,132.69
1735,Brazil,Other,Farm 209,garden,1632.5,0.08,0.08,125.0,124.07
1736,Brazil,Other,Farm 209,garden,671.16,0.36,0.37,240.0,238.87
1737,Brazil,Other,Farm 209,garden,764.67,0.29,0.3,219.0,218.16
1738,Brazil,Other,Farm 249,garden,642.01,0.42,0.44,272.0,270.99
1739,Brazil,Other,Farm 249,garden,1350.13,0.09,0.1,128.0,127.72
1740,Brazil,Other,Farm 249,garden,1406.04,0.09,0.1,132.0,131.6
1741,Brazil,Other,Farm 249,field,2948.15,0.02,0.02,57.0,56.6
1742,Brazil,Other,Farm 250,garden,9579.6,0.0,0.0,20.0,20.12
1743,Brazil,Other,Farm 250,garden,1366.89,0.09,0.09,119.0,118.65
1744,Brazil,Other,Farm 251,garden,2454.85,0.03,0.03,65.0,65.3
1745,Brazil,Other,Farm 251,garden,1473.61,0.1,0.11,154.0,153.55
1746,Brazil,Other,Farm 251,garden,1465.15,0.08,0.08,113.0,112.52
1747,Brazil,Other,Farm 252,garden,1125.86,0.13,0.13,144.0,143.21
1748,Brazil,Other,Farm 252,garden,841.58,0.23,0.24,192.0,190.95
1749,Brazil,Other,Farm 252,garden,1083.43,0.16,0.17,177.0,176.49
1750,Brazil,Other,Farm 253,garden,1013.39,0.2,0.21,201.0,200.45
1751,Brazil,Other,Farm 253,garden,962.44,0.21,0.21,199.0,198.65
1752,Brazil,Other,Farm 254,garden,2373.18,0.03,0.04,82.0,81.4
1753,Brazil,Other,Farm 255,garden,2235.48,0.04,0.04,89.0,88.75
1754,Brazil,Other,Farm 255,garden,3566.43,0.01,0.01,45.0,44.94
1755,Brazil,Other,Farm 256,garden,1271.52,0.11,0.11,138.0,137.58
1756,Brazil,Other,Farm 256,garden,815.38,0.25,0.26,204.0,203.28
1757,Brazil,Other,Farm 256,garden,1377.87,0.08,0.09,116.0,116.02
1758,Brazil,Other,Farm 257,garden,627.37,0.41,0.43,259.0,257.79
1759,Brazil,Other,Farm 257,garden,760.28,0.36,0.38,276.0,275.07
1760,Brazil,Other,Farm 258,garden,4458.34,0.01,0.01,60.0,60.19
1761,Brazil,Other,Farm 258,garden,3336.7,0.02,0.02,63.0,62.73
1762,Brazil,Other,Farm 259,field,6287.19,0.01,0.01,51.0,50.93
1763,Brazil,Other,Farm 247,garden,2058.78,0.04,0.04,79.0,78.65
1764,Brazil,Other,Farm 260,garden,1574.89,0.07,0.08,114.0,113.71
1765,Brazil,Other,Farm 260,garden,2464.58,0.03,0.03,82.0,81.58
1766,Brazil,Other,Farm 260,garden,1059.91,0.14,0.15,152.0,151.78
1767,Brazil,Other,Farm 261,garden,3017.61,0.02,0.02,57.0,56.43
1768,Brazil,Other,Farm 262,garden,1419.1,0.08,0.08,114.0,113.39
1769,Brazil,Other,Farm 262,garden,856.71,0.24,0.25,204.0,203.21
1770,Brazil,Other,Farm 263,garden,1899.46,0.05,0.05,91.0,90.98
1771,Brazil,Other,Farm 263,garden,1686.98,0.08,0.08,138.0,137.32
1772,Brazil,Other,Farm 263,garden,1051.54,0.15,0.16,163.0,162.57
1773,Brazil,Other,Farm 264,garden,299.98,2.17,2.26,653.0,652.1
1774,Brazil,Other,Farm 264,garden,760.04,0.4,0.42,308.0,307.59
1775,Brazil,Other,Farm 264,garden,1345.35,0.11,0.11,145.0,144.09
1776,Brazil,Other,Farm 265,garden,1851.79,0.05,0.05,87.0,86.29
1777,Brazil,Other,Farm 265,garden,4796.61,0.01,0.01,36.0,35.97
1778,Brazil,Other,Farm 265,surface_water,7080.76,0.0,0.0,23.0,22.66
1779,Brazil,Other,Farm 266,surface_water,7171.16,0.0,0.0,22.0,22.23
1780,Brazil,Other,Farm 267,farm_site_boundary,456.62,1.07,1.1,488.0,486.48
1781,Brazil,Other,Farm 267,surface_water,6581.09,0.0,0.0,21.0,21.06
1782,Brazil,Other,Farm 268,surface_water,7531.66,0.0,0.0,19.0,18.83
1783,Brazil,Other,Farm 269,farm_site_boundary,1069.44,0.62,0.63,662.0,658.03
1784,Brazil,Other,Farm 269,farm_site_boundary,821.77,0.25,0.26,209.0,208.48
1785,Brazil,Other,Farm 269,surface_water,8368.49,0.0,0.0,18.0,17.57
1786,Brazil,Other,Farm 270,farm_site_boundary,953.44,0.26,0.27,252.0,251.04
1787,Brazil,Other,Farm 270,surface_water,8078.37,0.0,0.0,18.0,17.77
1788,Brazil,Other,Farm 271,farm_site_boundary,470.17,1.42,1.46,671.0,666.99
1789,Brazil,Other,Farm 271,surface_water,6822.38,0.0,0.0,21.0,20.47
1790,Brazil,Other,Farm 272,surface_water,7538.41,0.0,0.0,19.0,18.85
1791,Brazil,Other,Farm 272,garden,5036.64,0.01,0.01,50.0,49.86
1792,Brazil,Other,Farm 272,farm_site_boundary,437.83,1.51,1.56,664.0,662.34
1793,Brazil,Other,Farm 273,surface_water,7136.57,0.0,0.0,20.0,19.98
1794,Brazil,Other,Farm 239,farm_site_boundary,496.56,0.66,0.99,329.0,328.53
1795,Brazil,Other,Farm 239,garden,1932.38,0.04,0.07,84.0,84.25
1796,Brazil,Other,Farm 226,garden,1611.08,0.07,0.1,113.0,112.45
1797,Brazil,Other,Farm 274,residence,0.0,0.01,0.01,43.0,42.49
1798,Brazil,Other,Farm 231,farm_site_boundary,194.66,6.27,5.37,1223.0,1219.56
1799,Brazil,Other,Farm 231,garden,615.72,0.44,0.38,272.0,271.35
1800,Brazil,Other,Farm 231,garden,497.87,0.92,0.79,461.0,459.88
1801,Brazil,Other,Farm 241,garden,784.8,0.3,0.26,238.0,237.09
1802,Brazil,Other,Farm 241,garden,491.09,0.82,0.71,405.0,404.46
1803,Brazil,Other,Farm 241,barn,0.0,0.02,0.02,54.0,53.88
1804,Brazil,Other,Farm 237,natural_area,249.4,5.52,6.68,1381.0,1376.64
1805,Brazil,Other,Farm 233,barn,0.0,5.29,4.34,958.0,955.84
1806,Brazil,Other,Farm 233,barn,0.0,8.84,7.25,1486.0,1482.58
1807,Brazil,Other,Farm 233,greenhouse,675.61,1.16,0.95,785.0,783.71
1808,Brazil,Other,Farm 233,barn,0.0,1.84,1.51,650.0,648.52
1809,Brazil,Other,Farm 275,surface_water,40919.61,0.0,0.0,4.0,4.09
1810,Brazil,Other,Farm 276,farm_site_boundary,460.04,0.76,0.79,350.0,349.31
1811,Brazil,Other,Farm 276,surface_water,6585.03,0.0,0.0,21.0,21.07
1812,Brazil,Other,Farm 276,garden,11093.4,0.0,0.01,37.0,37.27
1813,Brazil,Other,Farm 277,residence,0.0,0.02,0.02,60.0,59.56
1814,Brazil,Other,Farm 278,farm_site_boundary,1129.84,0.16,0.16,178.0,177.72
1815,Brazil,Other,Farm 279,farm_site_boundary,758.72,0.53,0.55,407.0,405.38
1816,Brazil,Other,Farm 279,surface_water,7294.71,0.0,0.0,20.0,20.43
1817,Brazil,Other,Farm 280,farm_site_boundary,133.69,15.54,16.13,2082.0,2078.11
1818,Brazil,Other,Farm 281,farm_site_boundary,347.35,4.62,4.79,1606.0,1603.32
1819,Brazil,Other,Farm 281,garden,3454.94,0.01,0.01,47.0,46.64
1820,Brazil,Other,Farm 282,farm_site_boundary,267.22,3.27,3.38,876.0,872.67
1821,Brazil,Other,Farm 282,greenhouse,2080.19,0.04,0.04,79.0,78.63
1822,Brazil,Other,Farm 275,farm_site_boundary,319.05,12.93,13.38,4131.0,4123.9
1823,Brazil,Other,Farm 283,farm_site_boundary,925.35,0.73,0.76,684.0,679.58
1824,Brazil,Other,Farm 283,garden,13617321.15,0.0,0.12,164.0,163.41
1825,Brazil,Other,Farm 283,garden,15269001.48,0.0,0.11,153.0,152.69
1826,Brazil,Other,Farm 284,farm_site_boundary,427.87,3.07,3.18,1316.0,1314.79
1827,Brazil,Other,Farm 285,farm_site_boundary,461.88,0.77,0.8,358.0,356.94
1828,Brazil,Other,Farm 286,farm_site_boundary,647.73,0.4,0.41,258.0,257.54
1829,Brazil,Other,Farm 286,garden,12325454.4,0.0,0.11,136.0,135.58
1830,Brazil,Other,Farm 286,garden,3701.67,0.02,0.02,69.0,69.22
1831,Brazil,Other,Farm 287,residence,0.0,0.02,0.02,52.0,51.97
1832,Brazil,Other,Farm 288,farm_site_boundary,630.68,0.52,0.54,327.0,326.38
1833,Brazil,Other,Farm 289,farm_site_boundary,327.54,12.63,13.07,4144.0,4137.28
1834,Brazil,Other,Farm 290,garden,3697.3,0.01,0.01,51.0,50.65
1835,Brazil,Other,Farm 291,residence,0.0,0.02,0.02,53.0,52.89
1836,Brazil,Other,Farm 292,farm_site_boundary,855.14,0.98,1.01,842.0,838.89
1837,Brazil,Other,Farm 293,garden,1466.99,0.08,0.09,122.0,121.91
1838,Brazil,Other,Farm 293,garden,1963.1,0.04,0.04,81.0,80.68
1839,Brazil,Other,Farm 294,garden,11215.66,0.0,0.01,45.0,44.86
1840,Brazil,Other,Farm 294,garden,3118.54,0.02,0.02,63.0,62.37
1841,Brazil,Other,Farm 294,farm_site_boundary,435.92,1.27,1.31,557.0,555.27
1842,Brazil,Other,Farm 294,farm_site_boundary,450.37,1.06,1.09,478.0,476.45
1843,Brazil,Other,Farm 295,farm_site_boundary,1416.07,0.55,0.57,786.0,785.64
1844,Brazil,Other,Farm 295,garden,1926.34,0.06,0.07,122.0,121.74
1845,Brazil,Other,Farm 296,farm_site_boundary,627.92,0.46,0.47,288.0,286.9
1846,Brazil,Other,Farm 296,farm_site_boundary,507.14,0.63,0.65,322.0,320.87
1847,Brazil,Other,Farm 297,farm_site_boundary,135.51,10.72,8.48,1454.0,1453.03
1848,Brazil,Other,Farm 297,residence,0.0,0.01,0.01,37.0,36.82
1849,Brazil,Other,Farm 297,field,574.47,0.87,0.69,501.0,500.36
1850,Brazil,Other,Farm 297,field,850.6,0.29,0.23,250.0,249.22
1851,Brazil,Other,Farm 297,field,493.33,1.81,1.43,895.0,893.56
1852,Brazil,Other,Farm 297,field,470.43,0.79,0.62,371.0,370.65
1853,Brazil,Other,Farm 297,field,1097.79,0.17,0.14,192.0,191.89
1854,Brazil,Other,Farm 297,field,724.86,0.33,0.26,240.0,239.06
1855,Brazil,Other,Farm 239,garden,2137.58,0.04,0.06,80.0,79.95
1856,Brazil,Other,Farm 274,farm_site_boundary,426.77,1.51,1.55,647.0,643.53
1857,Brazil,Other,Farm 231,surface_water,940.52,0.2,0.17,185.0,185.0
1858,Brazil,Other,Farm 241,garden,2366.52,0.04,0.03,93.0,92.77
1859,Brazil,Other,Farm 232,farm_site_boundary,114.72,20.1,17.09,2311.0,2306.06
1860,Brazil,Other,Farm 233,ceremonial_area,0.0,6.47,5.31,1190.0,1187.52
1861,Brazil,Other,Farm 233,barn,0.0,6.18,5.07,1058.0,1056.87
1862,Brazil,Other,Farm 238,surface_water,6117.14,0.0,0.0,23.0,22.63
1863,Brazil,Other,Farm 238,garden,1242.15,0.11,0.11,134.0,133.28
1864,Brazil,Other,Farm 298,farm_site_boundary,209.36,3.66,3.18,768.0,766.24
1865,Brazil,Other,Farm 298,residence,0.0,0.01,0.01,40.0,40.0
1866,Brazil,Other,Farm 298,garden,4910.99,0.01,0.01,42.0,42.23
1867,Brazil,Other,Farm 2,farm_site_boundary,69.98,55.31,67.18,3883.0,3870.5
1868,Brazil,Other,Farm 2,greenhouse,604.28,0.57,0.69,345.0,343.17
1869,Brazil,Other,Farm 2,natural_area,190.96,9.99,12.13,1915.0,1907.76
1870,Brazil,Other,Farm 2,surface_water,964.86,0.63,0.77,613.0,610.47
1871,Brazil,Other,Farm 299,field,5450.14,0.01,0.0,34.0,33.79
1872,Brazil,Other,Farm 300,field,1411.3,0.12,0.14,166.0,165.26
1873,Brazil,Other,Farm 301,farm_site_boundary,266.7,2.57,2.04,686.0,685.43
1874,Argentina,Other,Farm 302,field,47.95,74.28,44.99,3566.0,3561.65
1875,Brazil,Other,Farm 303,field,167.19,8.94,12.61,1500.0,1495.46
1876,Brazil,SPG 2023,Farm 225,surface_water,1705.85,0.05,0.04,93.0,92.29
1877,Brazil,Other,Farm 304,field,828.34,0.24,0.17,200.0,199.71
1878,Brazil,Other,Farm 305,farm_site_boundary,40.12,93.8,74.74,3772.0,3763.74
1879,Brazil,Other,Farm 305,field,67.09,38.19,30.43,2569.0,2562.35
1880,Brazil,Other,Farm 304,farm_site_boundary,60.32,83.13,59.02,5027.0,5014.69
1881,Brazil,Other,Farm 306,farm_site_boundary,205.0,3.89,2.81,799.0,796.73
1882,Brazil,Other,Farm 306,barn,0.0,0.2,0.14,177.0,176.55
1883,Brazil,Other,Farm 307,greenhouse,2274.21,0.03,0.02,70.0,69.82
1884,Brazil,Other,Farm 308,farm_site_boundary,54.4,90.94,64.56,4959.0,4947.38
1885,Brazil,Other,Farm 306,field,436.68,0.96,0.69,419.0,417.51
1886,Brazil,Other,Farm 309,residence,0.0,1.28,0.91,453.0,451.55
1887,Brazil,Other,Farm 307,garden,1339.39,0.1,0.07,132.0,131.39
1888,Brazil,Other,Farm 310,field,2959.82,0.04,0.03,109.0,108.92
1889,Brazil,Other,Farm 307,natural_area,176.64,5.12,3.65,907.0,904.71
1890,Brazil,Other,Farm 308,field,61.9,80.61,57.23,5003.0,4990.03
1891,Brazil,Other,Farm 306,residence,0.0,0.11,0.08,139.0,138.06
1892,Brazil,Other,Farm 306,residence,0.0,0.11,0.08,135.0,134.35
1893,Brazil,Other,Farm 311,farm_site_boundary,111.38,13.11,9.49,1465.0,1460.44
1894,Brazil,Other,Farm 311,field,187.87,4.95,3.58,933.0,929.6
1895,Brazil,Other,Farm 311,field,174.69,5.68,4.11,995.0,992.21
1896,Brazil,Other,Farm 311,residence,0.0,0.24,0.17,200.0,199.16
1897,Brazil,Other,Farm 311,greenhouse,2157.7,0.04,0.03,76.0,75.95
1898,Brazil,Other,Farm 103,field,361.17,1.25,1.54,453.0,451.46
1899,Brazil,Other,Farm 103,field,1087.78,0.18,0.22,194.0,193.41
1900,Brazil,Other,Farm 103,barn,0.0,0.01,0.01,42.0,41.96
1901,Brazil,Other,Farm 103,natural_area,159.77,10.6,13.04,1697.0,1694.31
1902,Brazil,Other,Farm 103,field,229.81,3.07,3.77,707.0,704.45
1903,Brazil,Other,Farm 312,field,624.0,0.5,0.73,313.0,312.0
1904,Brazil,Other,Farm 168,field,1037.64,0.15,0.19,156.0,155.65
1905,Brazil,Other,Farm 168,garden,3225.32,0.02,0.02,53.0,53.22
1906,Brazil,Other,Farm 103,field,416.32,1.11,1.37,464.0,463.08
1907,Brazil,Other,Farm 226,field,733.59,0.3,0.42,219.0,218.46
1908,Brazil,Other,Farm 313,farm_site_boundary,130.97,9.6,13.54,1260.0,1257.23
1909,Brazil,Other,Farm 314,farm_site_boundary,237.92,3.94,4.06,940.0,938.32
1910,Brazil,Other,Farm 231,natural_area,2167.83,0.24,0.21,526.0,523.53
1911,Brazil,Other,Farm 241,residence,0.0,0.01,0.01,44.0,44.14
1912,Brazil,Other,Farm 232,residence,0.0,0.02,0.01,52.0,51.92
1913,Brazil,Other,Farm 232,residence,0.0,0.01,0.01,44.0,43.5
1914,Brazil,Other,Farm 315,field,75.28,43.55,38.16,3285.0,3278.65
1915,Brazil,Other,Farm 238,greenhouse,3900.74,0.01,0.01,50.0,49.54
1916,Brazil,Other,Farm 233,greenhouse,350.42,1.42,1.17,498.0,497.46
1917,Brazil,Other,Farm 226,farm_site_boundary,96.04,19.94,28.16,1921.0,1914.75
1918,Argentina,Other,Farm 230,barn,0.0,46.61,25.08,2795.0,2792.08
1919,Brazil,Other,Farm 226,greenhouse,563.39,0.67,0.95,379.0,377.47
1920,Brazil,Other,Farm 226,residence,0.0,0.34,0.49,259.0,258.07
1921,Brazil,Other,Farm 226,surface_water,416.94,0.8,1.12,333.0,331.55
1922,Brazil,Other,Farm 228,natural_area,732.67,0.3,0.42,220.0,219.8
1923,Brazil,Other,Farm 314,residence,0.0,0.02,0.02,56.0,56.12
1924,Brazil,Other,Farm 229,farm_site_boundary,437.99,1.99,2.05,873.0,872.22
1925,Brazil,Other,Farm 316,farm_site_boundary,183.62,5.07,4.32,935.0,931.1
1926,Brazil,Other,Farm 316,field,426.9,1.03,0.88,441.0,439.41
1927,Argentina,CREA,Farm 149,farm_site_boundary,26.86,732.75,406.94,19702.0,19678.7
1928,Argentina,CREA,Farm 146,farm_site_boundary,19.57,424.8,238.26,8326.0,8312.22
1929,Argentina,CREA,Farm 145,farm_site_boundary,19.99,829.28,460.8,16606.0,16573.79
1930,Argentina,CREA,Farm 147,farm_site_boundary,11.8,2014.03,1142.69,23838.0,23770.76
1931,Argentina,CREA,Farm 148,farm_site_boundary,36.44,419.87,231.0,15315.0,15299.11
1932,Brazil,Other,Farm 317,garden,3992.42,0.01,0.01,40.0,39.92
1933,Brazil,Other,Farm 318,farm_site_boundary,250.31,3.5,4.63,879.0,876.1
1934,Brazil,Other,Farm 318,garden,7386219.47,0.0,0.43,222.0,221.59
1935,Brazil,Other,Farm 318,garden,7230411.69,0.0,0.5,254.0,253.06
1936,Argentina,CREA,Farm 133,farm_site_boundary,19.56,1033.7,656.36,20252.0,20224.02
1937,Argentina,CREA,Farm 132,farm_site_boundary,11.25,1486.22,898.83,16742.0,16723.12
1938,Argentina,CREA,Farm 137,farm_site_boundary,36.5,200.54,139.6,7327.0,7318.84
1939,Argentina,CREA,Farm 137,farm_site_boundary,35.46,136.71,95.1,4851.0,4847.02
1940,Brazil,Other,Farm 319,ceremonial_area,0.0,9.11,8.37,1526.0,1522.85
1941,Argentina,Other,Farm 320,residence,0.0,0.05,0.02,86.0,85.85
1942,Argentina,Other,Farm 321,garden,3299.96,0.06,0.03,201.0,200.31
1943,Argentina,Other,Farm 321,residence,0.0,0.15,0.06,158.0,157.53
1944,Argentina,Other,Farm 321,field,170.32,5.65,2.45,964.0,962.47
1945,Argentina,Other,Farm 320,farm_site_boundary,30.23,247.97,107.12,7490.0,7495.21
1946,Argentina,Other,Farm 320,surface_water,3355.47,0.02,0.01,63.0,63.08
1947,Argentina,Other,Farm 320,natural_area,35.69,142.74,61.64,5093.0,5094.25
1948,Argentina,Other,Farm 321,field,937.64,0.29,0.13,272.0,272.1
1949,Argentina,Other,Farm 322,garden,4920.73,0.01,0.01,54.0,54.13
1950,Argentina,Other,Farm 321,farm_site_boundary,57.0,53.57,23.25,3060.0,3053.44
1951,Argentina,Other,Farm 323,field,336.47,2.67,1.19,900000.0,898.38
1952,Argentina,Other,Farm 321,barn,0.0,0.02,0.01,60.0,60.13
1953,Argentina,Other,Farm 324,garden,950.0,0.25,0.11,239.0,239.21
1954,Argentina,Other,Farm 325,farm_site_boundary,2333.55,0.03,0.02,71.0,71.41
1955,Argentina,Other,Farm 325,greenhouse,20412.07,0.0,0.0,12.0,12.25
1956,Argentina,Other,Farm 326,garden,1675.17,0.06,0.04,96.0,96.15
1957,Argentina,Other,Farm 327,surface_water,110.77,12.71,5.52,1409.0,1407.99
1958,Argentina,Other,Farm 327,natural_area,400.97,1.0,0.43,400.0,399.93
1959,Argentina,Other,Farm 328,garden,485.25,0.9,0.39,440.0,439.11
1960,Argentina,Other,Farm 325,field,10811.99,0.0,0.0,24.0,23.79
1961,Argentina,Other,Farm 327,surface_water,3125.97,0.02,0.01,54.0,54.39
1962,Argentina,Other,Farm 329,ceremonial_area,0.0,0.24,0.1,217.0,217.06
1963,Argentina,Other,Farm 330,farm_site_boundary,71.53,36.57,21.95,2619.0,2616.06
1964,Argentina,Other,Farm 330,farm_site_boundary,73.56,33.3,19.98,2455.0,2449.2
1965,Brazil,Other,Farm 261,garden,11801.58,0.0,0.0,14.0,14.16
1966,Brazil,Other,Farm 331,farm_site_boundary,1345.29,0.2,0.21,275.0,273.9
1967,Brazil,Other,Farm 273,farm_site_boundary,467.0,0.98,1.01,459.0,456.49
1968,Brazil,Other,Farm 332,farm_site_boundary,432.4,2.03,2.09,882.0,877.95
1969,Brazil,Other,Farm 332,surface_water,5895.68,0.0,0.0,25.0,25.35
1970,Brazil,Other,Farm 332,residence,0.0,0.01,0.01,50.0,49.47
1971,Brazil,Other,Farm 333,farm_site_boundary,1172.22,0.87,0.9,1026.0,1020.42
