,country_name,scale,Farm Number,type,edge density for plots m/ha,total area (ha) user input,calculated area (ha) using polygon,total perimeter (m) user input,calculated perimeter (m) using polygon
625,Brazil,Larisse Local & SPG 2023,Farm 58,field,1604.34,0.07,0.06,110.0,110.06
626,Brazil,Larisse Local & SPG 2023,Farm 58,garden,4204.67,0.01,0.01,43.0,42.47
627,Brazil,Larisse Local & SPG 2023,Farm 58,garden,3198.09,0.02,0.01,50.0,50.21
628,Brazil,Larisse Local & SPG 2023,Farm 58,garden,3469.22,0.01,0.01,50.0,50.3
629,Brazil,Other,Farm 35,field,367.76,1.47,1.16,543.0,542.41
630,Brazil,SPG 2023,Farm 38,farm_site_boundary,235.62,9.98,7.85,2361.0,2351.73
631,Brazil,SPG 2023,Farm 38,field,2837.12,0.04,0.03,114.0,114.05
632,Brazil,SPG 2023,Farm 47,field,420.07,0.91,0.71,381.0,380.46
633,Brazil,SPG 2023,Farm 47,field,2849.74,0.02,0.02,58.0,58.13
634,Brazil,SPG 2023,Farm 47,field,2371.29,0.03,0.02,66.0,66.4
635,Brazil,SPG 2023,Farm 28,field,1322.92,0.1,0.12,133.0,132.42
636,Brazil,SPG 2023,Farm 28,farm_site_boundary,1305.82,0.1,0.12,133.0,132.93
637,Brazil,SPG 2023,Farm 80,field,4011.67,0.01,0.01,43.0,43.33
638,Brazil,Other,Farm 81,farm_site_boundary,232.73,5.31,4.5,1240.0,1235.82
639,Brazil,Other,Farm 81,residence,0.0,0.01,0.01,43.0,43.05
640,Brazil,Other,Farm 81,garden,1061.88,0.16,0.13,167.0,166.5
641,Brazil,Other,Farm 82,field,1632.2,0.08,0.06,127.0,127.31
642,Brazil,Other,Farm 82,ceremonial_area,0.0,6.92,5.53,1385.0,1383.35
643,Brazil,Other,Farm 82,garden,643.18,0.45,0.36,290.0,289.75
644,Brazil,Other,Farm 82,field,369.76,2.18,1.74,805.0,804.44
645,Brazil,Other,Farm 82,field,770.76,0.32,0.26,247.0,246.72
646,Brazil,Other,Farm 82,surface_water,2365.63,0.03,0.03,75.0,74.52
647,Brazil,Other,Farm 82,greenhouse,649.31,1.07,0.85,693.0,692.42
648,Brazil,Other,Farm 82,field,1421.48,0.13,0.1,183.0,182.8
649,Brazil,Other,Farm 82,field,2387.46,0.05,0.04,108.0,108.15
650,Brazil,Other,Farm 82,barn,0.0,2.3,1.84,740.0,739.26
651,Brazil,Other,Farm 81,field,770.37,0.5,0.42,382.0,382.1
652,Brazil,Other,Farm 83,surface_water,2034.79,0.05,0.04,92.0,91.97
653,Brazil,Other,Farm 83,greenhouse,3948.56,0.01,0.01,42.0,41.46
654,Brazil,Other,Farm 83,garden,2403.4,0.03,0.02,69.0,68.5
655,Brazil,Other,Farm 83,farm_site_boundary,389.45,1.32,1.12,516.0,515.32
656,Brazil,Other,Farm 83,residence,0.0,0.01,0.01,38.0,38.04
657,Brazil,Other,Farm 83,residence,0.0,0.01,0.0,29.0,29.19
658,Brazil,Other,Farm 81,field,1334.49,0.1,0.09,135.0,134.92
659,Brazil,SPG 2023,Farm 48,farm_site_boundary,232.41,7.48,9.03,1743.0,1737.25
660,Brazil,SPG 2023,Farm 21,field,984.6,0.36,0.28,355.0,354.46
661,Brazil,Other,Farm 84,farm_site_boundary,541.19,0.86,0.74,466.0,463.8
662,Brazil,Other,Farm 84,farm_site_boundary,596.63,0.46,0.39,273.0,272.9
663,Brazil,SPG 2023,Farm 62,greenhouse,8540.99,0.0,0.0,19.0,18.79
664,Brazil,SPG 2023,Farm 64,field,226.01,5.28,6.34,1199.0,1194.12
665,Brazil,SPG 2023,Farm 64,field,179.67,9.69,11.62,1746.0,1740.39
666,Brazil,Other,Farm 85,garden,2571.76,0.02,0.01,51.0,51.44
667,Brazil,Other,Farm 85,garden,8352.84,0.0,0.0,22.0,21.72
668,Brazil,Other,Farm 85,residence,0.0,0.01,0.0,29.0,28.8
669,Brazil,Other,Farm 85,farm_site_boundary,1495.78,0.05,0.03,75.0,74.79
670,Brazil,Larisse Local & SPG 2023,Farm 65,natural_area,113.86,28.82,24.97,3293.0,3281.67
671,Brazil,Larisse Local & SPG 2023,Farm 65,natural_area,84.3,39.5,34.22,3342.0,3329.6
672,Brazil,Larisse Local & SPG 2023,Farm 60,natural_area,287.51,3.26,2.84,936.0,936.17
673,Brazil,Larisse Local & SPG 2023,Farm 60,natural_area,737.74,0.53,0.47,395.0,393.96
674,Brazil,Larisse Local & SPG 2023,Farm 41,natural_area,158.35,21.09,18.48,3343.0,3339.71
675,Brazil,Larisse Local & SPG 2023,Farm 41,natural_area,288.88,3.79,3.32,1096.0,1095.35
676,Brazil,Larisse Local & SPG 2023,Farm 50,natural_area,204.25,8.33,7.19,1703.0,1701.74
677,Brazil,Larisse Local & SPG 2023,Farm 50,natural_area,254.89,3.85,3.33,985.0,982.39
678,Brazil,Larisse Local & SPG 2023,Farm 50,natural_area,2460.81,0.12,0.1,291.0,291.36
679,Brazil,Larisse Local & SPG 2023,Farm 58,farm_site_boundary,39.23,131.4,113.91,5171.0,5154.62
680,Brazil,Larisse Local & SPG 2023,Farm 58,natural_area,76.09,121.49,105.32,9270.0,9244.02
681,Brazil,SPG 2023,Farm 86,residence,0.0,0.07,0.06,116.0,115.71
682,Brazil,SPG 2023,Farm 86,farm_site_boundary,90.01,21.58,18.66,1947.0,1942.22
683,Brazil,SPG 2023,Farm 86,garden,731.81,0.46,0.4,338.0,337.37
684,Brazil,SPG 2023,Farm 86,garden,402.22,1.39,1.2,559.0,557.35
685,Brazil,SPG 2023,Farm 86,garden,537.42,0.78,0.67,420.0,418.38
686,Brazil,SPG 2023,Farm 86,garden,311.48,1.67,1.44,520.0,519.02
687,Brazil,SPG 2023,Farm 86,natural_area,231.74,4.23,3.66,980.0,979.22
688,Brazil,SPG 2023,Farm 86,natural_area,435.3,2.64,2.28,1152.0,1148.4
689,Brazil,SPG 2023,Farm 86,garden,347.76,3.29,2.85,1148.0,1145.09
690,Brazil,SPG 2023,Farm 86,garden,2876.04,0.02,0.02,70.0,69.31
691,Brazil,SPG 2023,Farm 86,garden,2323.42,0.03,0.03,74.0,73.88
692,Brazil,SPG 2023,Farm 86,garden,2186.15,0.11,0.1,252.0,250.97
693,Brazil,SPG 2023,Farm 86,field,238.47,5.39,4.66,1289.0,1285.27
694,Brazil,SPG 2023,Farm 86,garden,675.05,0.37,0.32,250.0,249.97
695,Brazil,SPG 2023,Farm 86,garden,7348.86,0.01,0.01,79.0,79.37
696,Brazil,SPG 2023,Farm 86,barn,0.0,0.01,0.01,50.0,49.86
697,Brazil,SPG 2023,Farm 86,barn,0.0,0.02,0.02,70.0,69.99
698,Brazil,SPG 2023,Farm 86,barn,0.0,0.02,0.02,70.0,69.99
699,Brazil,Larisse Local & SPG 2023,Farm 87,residence,0.0,0.02,0.02,58.0,58.27
700,Brazil,Larisse Local & SPG 2023,Farm 87,residence,0.0,0.01,0.01,46.0,45.5
701,Brazil,Larisse Local & SPG 2023,Farm 87,farm_site_boundary,66.52,48.19,41.6,3208.0,3205.61
702,Brazil,Larisse Local & SPG 2023,Farm 87,farm_site_boundary,98.21,28.05,24.21,2756.0,2755.33
703,Brazil,Larisse Local & SPG 2023,Farm 87,garden,665.75,0.66,0.57,442.0,442.26
704,Brazil,Larisse Local & SPG 2023,Farm 87,garden,516.39,1.59,1.37,820.0,819.31
705,Brazil,Larisse Local & SPG 2023,Farm 87,garden,580.19,0.48,0.42,282.0,280.99
706,Brazil,Larisse Local & SPG 2023,Farm 87,garden,699.33,0.58,0.5,407.0,407.15
707,Brazil,Larisse Local & SPG 2023,Farm 87,garden,466.14,0.98,0.84,457.0,455.84
708,Brazil,Larisse Local & SPG 2023,Farm 87,field,253.82,4.32,3.73,1098.0,1096.88
709,Brazil,Larisse Local & SPG 2023,Farm 87,field,482.22,1.1,0.95,532.0,531.55
710,Brazil,Larisse Local & SPG 2023,Farm 87,field,292.24,2.86,2.47,837.0,836.81
711,Brazil,Larisse Local & SPG 2023,Farm 88,residence,0.0,0.02,0.02,58.0,58.11
712,Brazil,Larisse Local & SPG 2023,Farm 88,farm_site_boundary,66.9,48.41,41.78,3241.0,3238.52
713,Brazil,Larisse Local & SPG 2023,Farm 88,garden,623.85,0.79,0.68,494.0,493.96
714,Brazil,Larisse Local & SPG 2023,Farm 88,garden,584.7,0.45,0.39,261.0,260.95
715,Brazil,Larisse Local & SPG 2023,Farm 88,barn,0.0,0.01,0.01,44.0,43.53
716,Brazil,Larisse Local & SPG 2023,Farm 88,garden,11650.77,0.0,0.0,14.0,13.98
717,Brazil,Larisse Local & SPG 2023,Farm 88,surface_water,3659.53,0.01,0.01,45.0,45.38
718,Brazil,Larisse Local & SPG 2023,Farm 88,surface_water,4862.13,0.01,0.01,33.0,33.06
719,Brazil,Larisse Local & SPG 2023,Farm 88,garden,728.37,0.3,0.26,216.0,215.74
720,Brazil,Larisse Local & SPG 2023,Farm 88,garden,1043.87,0.2,0.17,210.0,210.03
721,Brazil,Larisse Local & SPG 2023,Farm 88,garden,2233.74,0.2,0.18,459.0,457.47
722,Brazil,Larisse Local & SPG 2023,Farm 89,residence,0.0,0.02,0.01,56.0,55.97
723,Brazil,Larisse Local & SPG 2023,Farm 89,residence,0.0,0.02,0.01,52.0,51.55
724,Brazil,Larisse Local & SPG 2023,Farm 89,barn,0.0,0.0,0.0,24.0,23.7
725,Brazil,Larisse Local & SPG 2023,Farm 89,farm_site_boundary,60.34,69.09,59.78,4182.0,4169.39
726,Brazil,Larisse Local & SPG 2023,Farm 89,surface_water,1652.21,0.09,0.08,149.0,148.37
727,Brazil,Larisse Local & SPG 2023,Farm 89,garden,477.62,1.19,1.03,569.0,567.7
728,Brazil,Larisse Local & SPG 2023,Farm 89,garden,963.1,0.37,0.32,353.0,352.4
729,Brazil,Larisse Local & SPG 2023,Farm 89,garden,1014.39,0.25,0.21,251.0,250.66
730,Brazil,Larisse Local & SPG 2023,Farm 89,field,537.27,0.62,0.54,334.0,333.32
731,Brazil,Larisse Local & SPG 2023,Farm 89,garden,1019.31,0.16,0.14,162.0,161.77
732,Brazil,Larisse Local & SPG 2023,Farm 89,garden,721.92,0.74,0.64,531.0,530.75
733,Brazil,Larisse Local & SPG 2023,Farm 89,garden,657.19,0.51,0.44,335.0,334.38
734,Brazil,Larisse Local & SPG 2023,Farm 89,garden,321.68,1.75,1.52,566.0,564.43
735,Brazil,Larisse Local & SPG 2023,Farm 89,natural_area,99.03,36.47,31.55,3621.0,3611.19
736,Brazil,Larisse Local & SPG 2023,Farm 89,natural_area,273.11,4.81,4.16,1317.0,1313.48
737,Brazil,Other,Farm 90,greenhouse,5687.69,0.01,0.01,38.0,38.11
738,Brazil,Other,Farm 90,residence,0.0,0.02,0.02,60.0,60.26
739,Brazil,Other,Farm 91,farm_site_boundary,1724.25,0.13,0.13,228.0,227.77
740,Brazil,Other,Farm 91,garden,2333.78,0.04,0.04,85.0,84.72
741,Brazil,Other,Farm 91,field,3442.81,0.01,0.01,50.0,50.26
742,Brazil,Larisse Local & SPG 2023,Farm 68,natural_area,141.6,8.03,6.92,1139.0,1136.44
743,Brazil,Larisse Local & SPG 2023,Farm 68,field,607.69,0.96,0.83,586.0,585.21
744,Brazil,Larisse Local & SPG 2023,Farm 68,garden,678.94,0.4,0.35,275.0,274.9
745,Brazil,Larisse Local & SPG 2023,Farm 68,garden,1567.32,0.08,0.07,119.0,118.96
746,Brazil,Larisse Local & SPG 2023,Farm 68,garden,876.59,0.25,0.22,221.0,221.08
747,Brazil,Larisse Local & SPG 2023,Farm 68,garden,838.44,0.22,0.19,186.0,186.13
748,Brazil,Larisse Local & SPG 2023,Farm 68,garden,568.27,0.54,0.46,305.0,304.25
749,Brazil,Other,Farm 92,garden,264.06,2.35,2.15,622.0,620.97
750,Brazil,SPG 2023,Farm 80,farm_site_boundary,3803.01,0.01,0.01,44.0,43.73
751,Brazil,Other,Farm 93,farm_site_boundary,186.09,4.47,3.83,833.0,831.89
752,Brazil,Other,Farm 93,residence,0.0,0.01,0.01,44.0,43.67
753,Brazil,Other,Farm 93,barn,0.0,0.01,0.01,44.0,43.76
754,Brazil,Other,Farm 93,field,992.32,0.21,0.18,210.0,209.78
755,Brazil,Other,Farm 93,garden,3182.29,0.02,0.01,52.0,51.87
756,Brazil,Other,Farm 93,natural_area,417.55,1.47,1.26,613.0,612.71
757,Brazil,Other,Farm 93,natural_area,1121.8,0.51,0.43,567.0,567.29
758,Brazil,Other,Farm 93,field,394.07,1.52,1.31,601.0,600.64
759,Brazil,Other,Farm 35,field,408.65,1.6,1.26,652.0,651.88
760,Brazil,Other,Farm 35,field,825.99,0.53,0.42,438.0,436.95
761,Brazil,SPG 2023,Farm 47,farm_site_boundary,82.2,41.22,32.46,3392.0,3387.79
762,Brazil,SPG 2023,Farm 47,natural_area,316.01,3.28,2.58,1038.0,1036.23
763,Brazil,SPG 2023,Farm 47,natural_area,341.24,1.53,1.21,523.0,522.27
764,Brazil,SPG 2023,Farm 26,field,872.53,0.23,0.18,200.0,199.72
765,Brazil,SPG 2023,Farm 26,field,840.81,0.25,0.2,215.0,214.07
766,Brazil,SPG 2023,Farm 26,natural_area,507.17,2.99,2.36,1519.0,1516.03
767,Brazil,SPG 2023,Farm 47,field,180.84,5.37,4.23,975.0,971.83
768,Brazil,SPG 2023,Farm 47,natural_area,600.52,0.73,0.58,442.0,441.14
769,Brazil,SPG 2023,Farm 26,field,282.91,3.53,2.79,1000.0,998.83
770,Brazil,SPG 2023,Farm 26,surface_water,47732.52,0.0,0.0,5.0,4.77
771,Brazil,SPG 2023,Farm 26,field,443.29,0.97,0.77,430.0,429.46
772,Brazil,SPG 2023,Farm 34,field,641.44,0.73,0.58,467.0,466.58
773,Brazil,SPG 2023,Farm 26,natural_area,908.2,0.32,0.25,290.0,289.63
774,Brazil,SPG 2023,Farm 26,natural_area,2692.35,0.03,0.02,84.0,84.0
775,Brazil,SPG 2023,Farm 26,natural_area,462.87,0.95,0.75,441.0,440.19
776,Brazil,SPG 2023,Farm 26,residence,0.0,0.01,0.01,44.0,43.71
777,Brazil,SPG 2023,Farm 26,barn,0.0,0.0,0.0,25.0,25.04
778,Brazil,SPG 2023,Farm 27,field,463.53,1.05,0.83,489.0,488.88
779,Brazil,SPG 2023,Farm 27,field,314.83,4.19,3.31,1321.0,1320.44
780,Brazil,SPG 2023,Farm 27,field,1277.58,0.28,0.22,353.0,352.99
781,Brazil,SPG 2023,Farm 27,field,442.94,1.58,1.25,702.0,701.57
782,Brazil,SPG 2023,Farm 47,field,134.92,14.44,11.37,1951.0,1947.95
783,Brazil,SPG 2023,Farm 27,field,682.78,0.69,0.54,470.0,469.89
784,Brazil,SPG 2023,Farm 27,field,707.27,0.3,0.24,212.0,211.9
785,Brazil,SPG 2023,Farm 27,field,525.02,2.27,1.79,1190.0,1189.59
786,Brazil,SPG 2023,Farm 55,natural_area,266.49,7.94,6.35,2124.0,2116.88
787,Brazil,SPG 2023,Farm 27,farm_site_boundary,122.87,23.13,18.25,2842.0,2841.95
788,Brazil,SPG 2023,Farm 27,field,1035.1,0.19,0.15,195.0,194.7
789,Brazil,SPG 2023,Farm 27,natural_area,389.77,2.23,1.76,869.0,868.84
790,Brazil,SPG 2023,Farm 27,natural_area,315.84,4.72,3.72,1491.0,1489.84
791,Brazil,SPG 2023,Farm 27,natural_area,1160.06,0.73,0.57,844.0,844.53
792,Brazil,SPG 2023,Farm 27,natural_area,1611.46,0.12,0.1,200.0,200.14
793,Brazil,SPG 2023,Farm 27,surface_water,1862.36,0.06,0.05,121.0,121.05
794,Brazil,SPG 2023,Farm 27,garden,1310.95,0.13,0.1,168.0,168.06
795,Brazil,SPG 2023,Farm 27,field,1159.5,0.24,0.19,279.0,278.51
796,Brazil,SPG 2023,Farm 56,natural_area,1553.16,0.11,0.09,167.0,166.34
797,Brazil,SPG 2023,Farm 27,surface_water,27802.26,0.0,0.0,8.0,8.34
798,Brazil,SPG 2023,Farm 27,surface_water,23283.22,0.0,0.0,9.0,9.31
799,Brazil,Larisse Local & SPG 2023,Farm 88,farm_site_boundary,529.31,1.35,1.17,716.0,715.41
800,Brazil,Larisse Local & SPG 2023,Farm 88,garden,536.29,0.72,0.62,384.0,383.93
801,Brazil,Larisse Local & SPG 2023,Farm 88,garden,755.28,0.54,0.46,406.0,404.98
802,Argentina,Other,Farm 94,field,50.9,103.91,59.23,5299.0,5289.05
803,Argentina,Other,Farm 95,garden,11533.92,0.0,0.0,14.0,13.84
804,Brazil,Larisse Local & SPG 2023,Farm 96,farm_site_boundary,511.57,2.67,2.33,1366.0,1366.4
805,Brazil,Larisse Local & SPG 2023,Farm 96,residence,0.0,0.02,0.02,60.0,59.94
806,Brazil,Larisse Local & SPG 2023,Farm 96,surface_water,4660.33,0.01,0.01,35.0,34.95
807,Brazil,Larisse Local & SPG 2023,Farm 96,garden,1733.28,0.05,0.05,92.0,92.21
808,Brazil,Larisse Local & SPG 2023,Farm 96,barn,0.0,0.0,0.0,19.0,19.46
809,Brazil,Larisse Local & SPG 2023,Farm 96,garden,858.98,0.23,0.2,199.0,198.94
810,Brazil,Larisse Local & SPG 2023,Farm 96,barn,0.0,0.0,0.0,14.0,13.81
811,Brazil,Larisse Local & SPG 2023,Farm 96,natural_area,567.0,1.99,1.74,1130.0,1130.55
812,Brazil,SPG 2023,Farm 62,field,3223.88,0.03,0.03,81.0,81.24
813,Brazil,SPG 2023,Farm 62,natural_area,2358.94,0.03,0.04,82.0,82.09
814,Brazil,SPG 2023,Farm 62,natural_area,2910.41,0.02,0.03,64.0,63.74
815,Brazil,SPG 2023,Farm 97,field,353.71,1.54,1.85,546.0,544.74
816,Brazil,SPG 2023,Farm 97,field,422.01,1.47,1.77,624.0,622.3
817,Brazil,SPG 2023,Farm 97,farm_site_boundary,419.64,1.48,1.78,624.0,622.24
818,Brazil,SPG 2023,Farm 97,farm_site_boundary,353.92,1.54,1.85,547.0,545.85
819,Brazil,Larisse Local & SPG 2023,Farm 98,farm_site_boundary,110.31,25.6,21.95,2829.0,2823.38
820,Brazil,Larisse Local & SPG 2023,Farm 98,residence,0.0,0.01,0.01,44.0,43.68
821,Brazil,Larisse Local & SPG 2023,Farm 98,barn,0.0,0.01,0.01,51.0,51.24
822,Brazil,Larisse Local & SPG 2023,Farm 98,barn,0.0,0.0,0.0,19.0,19.04
823,Brazil,Larisse Local & SPG 2023,Farm 98,barn,0.0,0.0,0.0,17.0,17.44
824,Brazil,Larisse Local & SPG 2023,Farm 98,garden,5029.87,0.01,0.01,37.0,36.72
825,Brazil,Larisse Local & SPG 2023,Farm 98,garden,601.91,0.56,0.48,340.0,339.29
826,Brazil,Larisse Local & SPG 2023,Farm 98,garden,1553.38,0.06,0.05,99.0,98.48
827,Brazil,Larisse Local & SPG 2023,Farm 98,garden,674.04,0.48,0.41,325.0,324.62
828,Brazil,Larisse Local & SPG 2023,Farm 98,garden,820.85,0.31,0.27,258.0,257.17
829,Brazil,Larisse Local & SPG 2023,Farm 98,garden,2420.29,0.04,0.03,94.0,94.15
830,Brazil,Larisse Local & SPG 2023,Farm 98,garden,1151.38,0.11,0.1,129.0,128.61
831,Brazil,Larisse Local & SPG 2023,Farm 98,garden,1735.03,0.19,0.16,324.0,323.58
832,Brazil,Larisse Local & SPG 2023,Farm 98,garden,702.16,0.48,0.41,335.0,334.02
833,Brazil,Larisse Local & SPG 2023,Farm 98,garden,2043.65,0.05,0.04,100.0,100.34
834,Brazil,Larisse Local & SPG 2023,Farm 98,garden,6568.49,0.0,0.0,32.0,32.19
835,Brazil,Larisse Local & SPG 2023,Farm 98,surface_water,3082.76,0.02,0.02,59.0,58.57
836,Brazil,Larisse Local & SPG 2023,Farm 98,surface_water,3123.93,0.02,0.02,55.0,55.29
837,Brazil,Larisse Local & SPG 2023,Farm 98,surface_water,4270.84,0.01,0.01,34.0,33.74
838,Brazil,Larisse Local & SPG 2023,Farm 98,field,385.74,1.11,0.95,429.0,428.45
839,Brazil,Larisse Local & SPG 2023,Farm 98,field,393.89,1.25,1.07,494.0,492.6
840,Brazil,Larisse Local & SPG 2023,Farm 98,field,705.31,0.35,0.3,246.0,245.66
841,Brazil,Larisse Local & SPG 2023,Farm 98,natural_area,249.99,3.78,3.24,946.0,944.54
842,Brazil,Larisse Local & SPG 2023,Farm 98,natural_area,270.58,5.25,4.5,1422.0,1419.42
843,Brazil,Larisse Local & SPG 2023,Farm 98,natural_area,391.57,2.15,1.84,842.0,840.0
844,Brazil,SPG 2023,Farm 39,natural_area,5038.57,0.02,0.01,86.0,86.16
845,Brazil,SPG 2023,Farm 39,natural_area,10661.59,0.03,0.02,323.0,321.98
846,Brazil,SPG 2023,Farm 40,natural_area,844.28,0.28,0.22,236.0,235.47
847,Brazil,SPG 2023,Farm 40,natural_area,1702.48,0.16,0.13,281.0,280.4
848,Brazil,SPG 2023,Farm 40,natural_area,841.72,0.45,0.36,379.0,378.52
849,Brazil,SPG 2023,Farm 79,field,234.91,8.31,6.56,1954.0,1951.05
850,Brazil,SPG 2023,Farm 79,field,163.65,11.27,8.9,1848.0,1844.03
851,Brazil,SPG 2023,Farm 79,field,227.64,3.25,2.57,742.0,740.29
852,Brazil,SPG 2023,Farm 38,field,766.4,0.34,0.27,263.0,262.49
853,Brazil,SPG 2023,Farm 38,field,347.31,1.51,1.19,527.0,525.31
854,Brazil,SPG 2023,Farm 38,field,689.57,2.0,1.57,1384.0,1378.44
855,Brazil,SPG 2023,Farm 38,field,484.42,1.39,1.09,674.0,671.75
856,Brazil,SPG 2023,Farm 38,field,419.38,1.07,0.84,450.0,449.07
857,Brazil,SPG 2023,Farm 38,field,1161.11,0.21,0.17,249.0,248.25
858,Brazil,SPG 2023,Farm 38,field,469.43,1.24,0.98,584.0,582.89
859,Brazil,SPG 2023,Farm 99,farm_site_boundary,220.1,4.17,5.01,920.0,917.84
860,Brazil,SPG 2023,Farm 99,field,220.35,4.15,4.99,918.0,915.24
861,Brazil,SPG 2023,Farm 97,natural_area,177.49,5.0,6.01,891.0,887.65
862,Brazil,SPG 2023,Farm 97,farm_site_boundary,176.67,5.06,6.08,897.0,893.71
863,Brazil,SPG 2023,Farm 30,natural_area,211.02,5.0,6.0,1059.0,1054.7
864,Brazil,SPG 2023,Farm 30,farm_site_boundary,211.13,5.0,6.01,1060.0,1055.63
865,Brazil,SPG 2023,Farm 29,natural_area,180.84,5.01,6.01,908.0,905.43
866,Brazil,SPG 2023,Farm 29,farm_site_boundary,180.13,5.04,6.05,910.0,907.34
867,Brazil,SPG 2023,Farm 99,natural_area,180.46,5.0,6.0,905.0,902.1
868,Brazil,SPG 2023,Farm 99,farm_site_boundary,180.66,5.0,6.0,905.0,903.01
869,Brazil,SPG 2023,Farm 28,natural_area,191.91,5.0,6.01,964.0,959.67
870,Brazil,SPG 2023,Farm 28,farm_site_boundary,192.74,5.0,6.0,968.0,963.44
871,Brazil,Other,Farm 100,field,53.32,84.6,74.16,4516.0,4511.11
872,Brazil,Other,Farm 101,barn,0.0,0.01,0.01,42.0,42.07
873,Brazil,Other,Farm 101,ceremonial_area,0.0,0.01,0.01,47.0,47.21
874,Brazil,Larisse Local & SPG 2023,Farm 68,garden,7672.4,0.01,0.01,45.0,45.27
875,Brazil,Other,Farm 101,farm_site_boundary,395.66,1.06,0.92,418.0,417.9
876,Brazil,Other,Farm 101,field,1831.65,0.07,0.06,126.0,125.83
877,Brazil,Other,Farm 101,garden,1590.71,0.1,0.09,160.0,160.18
878,Brazil,Other,Farm 101,greenhouse,1690.64,0.06,0.05,98.0,97.38
879,Brazil,Other,Farm 101,surface_water,2752363.09,0.0,0.24,19312.13,306.84
880,Brazil,Other,Farm 101,natural_area,1.14,89.84,0.04,103.0,102.78
881,Brazil,Other,Farm 101,field,340.42,2.56,2.23,873.0,872.87
882,Brazil,Other,Farm 101,ceremonial_area,0.0,6.66,5.8,1327.0,1326.02
883,Brazil,Other,Farm 101,garden,163.6,8.04,7.0,1318.0,1315.99
884,Brazil,Other,Farm 102,field,679.41,0.35,0.3,241.0,240.24
885,Brazil,Other,Farm 102,garden,2459.48,0.03,0.02,68.0,67.88
886,Brazil,Other,Farm 102,farm_site_boundary,79.12,33.56,28.93,2659.0,2655.54
887,Brazil,Other,Farm 102,residence,0.0,0.02,0.02,57.0,57.07
888,Brazil,Other,Farm 102,residence,0.0,0.01,0.01,50.0,49.7
889,Brazil,Other,Farm 102,surface_water,997.14,0.67,0.58,674.0,672.67
890,Brazil,Other,Farm 102,natural_area,271.61,3.29,2.84,896.0,894.26
891,Brazil,Other,Farm 102,natural_area,289.89,3.06,2.63,888.0,885.97
892,Brazil,Other,Farm 102,barn,0.0,0.12,0.11,148.0,147.73
893,Brazil,Other,Farm 102,field,170.05,6.68,5.76,1137.0,1135.56
894,Brazil,Other,Farm 102,greenhouse,746.48,0.29,0.25,219.0,218.72
895,Brazil,Other,Farm 103,residence,0.0,0.02,0.02,53.0,53.28
896,Brazil,Other,Farm 103,residence,0.0,0.02,0.02,55.0,54.75
897,Brazil,Other,Farm 103,field,432.96,0.87,1.07,378.0,377.45
898,Brazil,Other,Farm 103,field,635.69,0.43,0.52,271.0,270.74
899,Brazil,Other,Farm 103,field,246.42,4.6,5.65,1136.0,1132.86
900,Brazil,Other,Farm 103,field,221.5,6.49,7.98,1443.0,1437.77
901,Brazil,Other,Farm 104,field,151.46,8.21,9.97,1246.0,1242.79
902,Brazil,Other,Farm 101,natural_area,205.94,5.63,4.9,1161.0,1160.2
903,Brazil,SPG 2023,Farm 105,farm_site_boundary,162.06,10.33,8.15,1675.0,1674.5
904,Brazil,SPG 2023,Farm 105,field,1118.79,0.22,0.18,251.0,250.27
905,Brazil,SPG 2023,Farm 105,field,979.92,0.19,0.15,187.0,186.28
906,Brazil,SPG 2023,Farm 105,surface_water,14759.13,0.0,0.0,15.0,14.76
907,Brazil,SPG 2023,Farm 105,surface_water,21559.54,0.0,0.0,9.0,8.62
908,Brazil,SPG 2023,Farm 105,barn,0.0,0.02,0.01,51.0,50.44
909,Brazil,Larisse Local & SPG 2023,Farm 87,surface_water,2960.42,0.03,0.02,83.0,82.89
910,Brazil,Larisse Local & SPG 2023,Farm 87,surface_water,3994.59,0.01,0.01,46.0,46.34
911,Brazil,Larisse Local & SPG 2023,Farm 87,surface_water,1127.34,0.2,0.17,225.0,224.45
912,Argentina,Other,Farm 106,field,42.86,88.58,49.75,3802.0,3796.69
913,Argentina,Other,Farm 106,farm_site_boundary,33.77,134.19,75.4,4539.0,4531.88
914,Argentina,Other,Farm 106,field,41.37,95.69,53.76,3965.0,3958.23
915,Argentina,Other,Farm 107,field,40.55,97.11,54.54,3945.0,3937.75
916,Argentina,Other,Farm 107,field,36.53,133.22,74.85,5800.0,4866.13
917,Argentina,Other,Farm 108,field,63.69,45.6,25.33,2906.0,2904.59
918,Brazil,Other,Farm 109,garden,4673.84,0.01,0.01,53.0,53.28
919,Brazil,Other,Farm 109,residence,0.0,0.02,0.02,59.0,59.34
920,Brazil,Other,Farm 109,field,807.36,0.26,0.25,209.0,208.86
921,Argentina,Other,Farm 110,field,174.22,6.91,3.84,1208.0,1204.65
922,Brazil,SPG 2023,Farm 79,field,1043.83,0.18,0.14,187.0,186.74
923,Brazil,Other,Farm 111,greenhouse,4549.21,0.01,0.0,25.0,25.02
924,Argentina,CREA,Farm 112,farm_site_boundary,32.12,238.0,140.69,7655.0,7645.61
925,Argentina,CREA,Farm 112,field,83.42,40.0,23.67,3341.0,3336.89
926,Argentina,CREA,Farm 112,natural_area,71.45,30.0,16.11,2147.0,2143.39
927,Argentina,CREA,Farm 112,field,57.96,48.0,25.91,2784.0,2782.25
