,farm_id,country,global_coordinates,total_area,natural_area,industrial_area,field_only_area,farm_site_boundary_S,field_S,garden_S,barn_S,greenhouse_S,natural_area_S,surface_water_S,residence_S,ceremonial_area_S,fence_S,watercourse_S,buffer_zone_S,water_valve_S,gate_S,crop_varieties,crop_subgroups
10,00f1a64c-99e5-11ea-8dfa-22000ba8027d,,"{'lat': 48.75773147847832, 'lng': -122.4834635582072}",11546.266273062873,0.0,11546.266273062873,11546.266273062873,[],"[[(11036476.8903, 15429148.5078), (11036431.1801, 15429082.965), (11036667.355, 15429168.8542), (11036701.2824, 15429233.0618), (11036476.8903, 15429148.5078)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,010f98c2-b7e0-11eb-88cd-0242ac130002,Brazil,"{'lat': -14.352390903180492, 'lng': -39.04199027560989}",5717.866393400995,0.0,5717.866393400995,5717.866393400995,[],"[[(15809351.5237, 8411606.1065), (15809363.7916, 8411547.163), (15809446.7795, 8411562.1878), (15809431.6458, 8411610.7296), (15809351.5237, 8411606.1065)], [(15809349.8886, 8411728.538), (15809360.6978, 8411697.0434), (15809395.4117, 8411700.2218), (15809387.8746, 8411732.8721), (15809349.8886, 8411728.538)]]",[],[],[],[],[],[],[],[],[],[],[],[],"['Desc.', 'Desc.']","['Tropical and subtropical fruits', 'Fruit-bearing vegetables']"
12,01151d7c-2a9d-11eb-ae83-22000b479377,,"{'lat': 48.74894680000001, 'lng': -123.1996223}",0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,0119e50a-64ef-11eb-9292-22000ab2b8c4,,"{'lat': 49.0818006, 'lng': -122.052786}",7199.88731454942,0.0,7199.88731454942,7199.88731454942,[],"[[(11125408.9033, 15464862.3223), (11125623.1209, 15464995.1641), (11125605.9298, 15464995.1641), (11125613.1048, 15465001.8061), (11125589.5099, 15465002.1968), (11125496.8227, 15464944.372), (11125490.753, 15464938.9021), (11125449.8742, 15464913.5058), (11125454.3245, 15464913.1151), (11125372.0047, 15464860.7594), (11125408.9033, 15464862.3223)], [(11125102.0582, 15464661.5334), (11125039.8296, 15464622.2649), (11125081.0091, 15464621.8742), (11125141.546, 15464659.9705), (11125102.0582, 15464661.5334)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,011eb48a-158a-11ec-a338-0242ac140002,United States,"{'lat': 44.5592906, 'lng': -123.2656391}",0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,012609c6-e30b-11eb-b034-0242ac130002,Paraguay,"{'lat': -25.2903424, 'lng': -57.4521344}",11419.473485732848,0.0,11419.473485732848,11419.473485732848,[],"[[(14238830.4409, 7195388.2822), (14238774.2046, 7195253.6674), (14238945.3081, 7195257.1192), (14238830.4409, 7195388.2822)]]",[],[],[],[],[],[],[],[],[],[],[],[],['variety'],['Tropical and subtropical fruits']
16,0142ef6e-8a1d-11ec-939d-0242ac150004,Brazil,"{'lat': -29.2825454, 'lng': -49.8599359}",0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Paluma', 'Cacerta ']","['Tropical and subtropical fruits', 'Fruit-bearing vegetables']"
17,014de6a2-56a3-11eb-bd77-22000ab2b8c4,,"{'lat': 0.3382233, 'lng': -78.16532680000002}",4368.4739649075445,0.0,4368.4739649075445,4368.4739649075445,[],"[[(11321676.3465, 10043258.0319), (11321724.1065, 10043235.04), (11321745.0985, 10043257.1642), (11321751.3978, 10043258.3572), (11321744.3512, 10043272.8898), (11321735.0313, 10043287.9646), (11321676.3465, 10043258.0319)], [(11321703.7716, 10043270.2703), (11321725.4428, 10043281.9288), (11321740.1631, 10043292.2861), (11321810.3696, 10043209.4138), (11321756.0261, 10043222.428), (11321705.184, 10043242.3832), (11321675.3807, 10043259.3017), (11321676.2549, 10043260.1694), (11321703.7716, 10043270.2703)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,0156d2e6-e0d1-11ea-84e3-22000ab40d92,,,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19,017e6866-349f-11eb-b817-22000b479377,,"{'lat': -27.857869, 'lng': -51.91845}",146922.49171860932,146826.95875117512,57653.676397196345,57558.14342976207,"[[(14911068.7068, 6909913.8703), (14911028.2285, 6910011.9613), (14911010.0801, 6910057.3155), (14910854.1732, 6910139.0589), (14910874.3594, 6910079.8615), (14910899.2163, 6910005.8974), (14910922.3567, 6909942.2171), (14910957.6558, 6909854.8052), (14911013.0591, 6909723.2644), (14911071.2439, 6909590.1416), (14911119.9518, 6909474.4215), (14911156.5492, 6909387.0299), (14911201.6774, 6909273.2716), (14911253.532, 6909149.5113), (14911289.9962, 6909065.8283), (14911411.8186, 6909137.8722), (14911286.122, 6909447.5208), (14911235.8613, 6909554.1446), (14911199.0751, 6909649.2663), (14911154.5449, 6909743.5314), (14911068.7068, 6909913.8703)]]","[[(14911291.3554, 6909070.8694), (14911241.8977, 6909182.6643), (14911342.5383, 6909181.6096), (14911397.12, 6909129.9307), (14911291.3554, 6909070.8694)], [(14911047.6595, 6909962.0286), (14911026.6081, 6910014.2385), (14910941.0265, 6910029.5323), (14910959.2252, 6909986.5514), (14911047.6595, 6909962.0286)], [(14910897.1582, 6910013.2801), (14910936.2502, 6909996.9316), (14910890.3747, 6910100.297), (14910864.3055, 6910114.5362), (14910897.1582, 6910013.2801)], [(14910939.0229, 6910030.0056), (14910921.0831, 6910057.4291), (14911011.8768, 6910044.7721), (14911023.9963, 6910013.6571), (14910939.0229, 6910030.0056)], [(14911063.2596, 6909823.3282), (14911076.6671, 6909822.8009), (14911097.6712, 6909849.1691), (14911048.1227, 6909956.2249), (14911002.3793, 6909968.3544), (14911018.3617, 6909911.9259), (14911030.5245, 6909874.4827), (14911046.8826, 6909847.0597), (14911063.2596, 6909823.3282)], [(14910965.5936, 6909842.8631), (14911044.2709, 6909847.6094), (14911103.7083, 6909714.7139), (14911019.25, 6909713.6592), (14910965.5936, 6909842.8631)], [(14911119.8894, 6909620.7748), (14911100.1518, 6909679.8389), (14911200.3223, 6909645.0332), (14911208.7325, 6909610.2277), (14911179.4858, 6909607.0635), (14911119.8894, 6909620.7748)], [(14911046.3161, 6909655.1673), (14911079.0123, 6909655.1673), (14911126.3824, 6909578.1733), (14911094.7035, 6909570.7904), (14911046.3161, 6909655.1673)], [(14910911.4622, 6910058.7713), (14910881.5835, 6910123.1113), (14911007.2021, 6910055.6071), (14911010.5324, 6910044.0049), (14910911.4622, 6910058.7713)], [(14910964.3915, 6909844.5152), (14911042.8454, 6909849.7889), (14911026.5681, 6909878.2667), (14910990.9589, 6909971.0836), (14910904.014, 6909999.5617), (14910930.2257, 6909925.2027), (14910964.3915, 6909844.5152)]]",[],[],[],"[[(14911239.9826, 6909185.8464), (14911344.6807, 6909182.6823), (14911390.193, 6909184.7917), (14911335.1301, 6909319.7907), (14911182.2381, 6909327.1735), (14911239.9826, 6909185.8464)]]","[[(14910892.2515, 6910081.1576), (14910879.0671, 6910081.1576), (14910870.5819, 6910101.1979), (14910884.8402, 6910104.8896), (14910892.2515, 6910081.1576)]]","[[(14911075.3311, 6909912.4713), (14911069.1215, 6909920.9092), (14911079.8304, 6909923.0186), (14911084.762, 6909915.1081), (14911075.3311, 6909912.4713)]]",[],[],[],[],[],[],"['', '', '', '', '', '']","['Tropical and subtropical fruits', 'Sugar crops', 'Leafy or stem vegetables', 'Citrus fruits', 'Nuts', 'Tropical and subtropical fruits']"
20,01938232-fe62-11ea-b59b-22000a41d56e,,,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
21,01b86d12-847d-11eb-851f-0a7facd3678d,,"{'lat': 18.3632074, 'lng': -76.8924631}",0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,01e3b6c8-7894-11ec-b038-0242ac150004,Denmark,"{'lat': 55.605605, 'lng': 12.5958848}",0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
23,01ebe842-ac45-11ea-9282-22000a3def48,,,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
24,01ffa634-3d90-11eb-9c13-22000ab8b02b,,"{'lat': 0.21454, 'lng': -78.211382}",0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
25,020d0808-0fcb-11eb-95a5-22000bb9251f,,"{'lat': 37.3349543, 'lng': -122.0138517}",0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
26,0216ff96-3b3c-11ec-b6bf-0242ac150003,South Africa,"{'lat': -33.9559888, 'lng': 18.6763948}",31034.106748077356,31034.106748077356,1523.4877894612969,0.0,"[[(21736988.9235, 6231001.16), (21736962.7351, 6230745.5362), (21736837.5566, 6230736.2409), (21736858.2598, 6230972.7372), (21736988.9235, 6231001.16)]]",[],[],[],"[[(21736883.2251, 6230952.1983), (21736923.3245, 6230957.0248), (21736928.3171, 6230920.9155), (21736904.7308, 6230914.1227), (21736888.7716, 6230917.6978), (21736883.2251, 6230952.1983)]]",[],"[[(21736878.5195, 6230756.0847), (21736883.4373, 6230773.0665), (21736904.4901, 6230780.753), (21736928.9826, 6230776.2841), (21736927.5865, 6230760.0173), (21736916.9636, 6230743.8922), (21736878.5195, 6230756.0847)]]",[],[],[],[],[],[],[],['Test'],"['Root, bulb or tuberous vegetables']"
27,0259ed0c-b99a-11eb-a7a9-0242ac130002,Kenya,"{'lat': -0.0816865, 'lng': 34.2770067}",13228.589919253885,13059.02623354289,12856.137043726943,12856.137043726943,"[[(23826755.0521, 9997457.4559), (23826734.0845, 9997362.6132), (23826859.3337, 9997347.1043), (23826905.9404, 9997431.2101), (23826755.0521, 9997457.4559)]]","[[(23826754.3074, 9997458.4974), (23826733.9358, 9997363.0582), (23826772.107, 9997358.2862), (23826793.967, 9997450.743), (23826754.3074, 9997458.4974)], [(23826794.49, 9997451.8602), (23826853.5328, 9997441.1233), (23826824.8153, 9997351.0526), (23826772.9268, 9997357.9123), (23826794.49, 9997451.8602)], [(23826826.9039, 9997351.9473), (23826857.9173, 9997347.4736), (23826903.9273, 9997431.2812), (23826854.7258, 9997441.1233), (23826826.9039, 9997351.9473)], [(23826795.385, 9997452.1585), (23826826.0986, 9997445.8953), (23826801.8534, 9997354.3333), (23826782.7689, 9997357.9123), (23826787.558, 9997375.8071), (23826777.4193, 9997377.5966), (23826795.385, 9997452.1585)], [(23826826.0986, 9997445.8953), (23826801.8537, 9997354.6315), (23826825.1135, 9997351.0526), (23826852.9366, 9997441.4216), (23826826.0986, 9997445.8953)]]",[],[],[],[],"[[(23826777.4184, 9997376.7019), (23826787.2589, 9997374.9124), (23826783.0658, 9997356.421), (23826772.9285, 9997359.7017), (23826777.4184, 9997376.7019)]]",[],[],[],[],[],[],[],[''],['Fruit-bearing vegetables']
28,0265120e-a383-11eb-99ab-0242ac130002,,"{'lat': 49.1231278, 'lng': -122.8834164}",0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
29,0274c7d6-7339-11ec-a080-0242ac150004,Panama,"{'lat': 8.598163, 'lng': -80.44881749999999}",0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
30,0276ade4-4b93-11ec-9fa2-0242ac150004,Pakistan,"{'lat': 31.4527228, 'lng': 74.4179488}",33715.02920454821,0.0,33715.02920454821,25156.990460419052,[],"[[(27074114.5689, 13505027.1019), (27074370.5605, 13504855.1099), (27074350.0567, 13504807.2772), (27074199.9948, 13504910.0662), (27074082.4084, 13504990.4648), (27074114.5689, 13505027.1019)], [(27074060.6167, 13504947.9092), (27074096.6448, 13504979.9668), (27074216.3487, 13504899.8226), (27074177.5044, 13504869.2913), (27074066.4118, 13504945.3649), (27074101.0644, 13504940.7853), (27074060.6167, 13504947.9092)], [(27074065.5643, 13504950.7108), (27074095.2655, 13504979.7153), (27074267.9531, 13504855.5551), (27074224.7893, 13504832.1477), (27074065.5643, 13504950.7108)]]","[[(27074060.3263, 13504919.7344), (27074175.0229, 13504839.8442), (27074137.0821, 13504804.2241), (27074072.893, 13504887.6766), (27074060.3263, 13504919.7344)]]",[],"[[(27073910.9014, 13505035.6251), (27074075.8644, 13505042.2401), (27074013.7374, 13504985.2491), (27073910.9014, 13505035.6251)]]",[],[],[],[],[],[],[],[],[],['2'],['Cereals']
31,0293f036-8a02-11ec-b4f2-0242ac150004,Brazil,"{'lat': -23.5953158, 'lng': -51.65054300000001}",0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['não sei'],['Fruit-bearing vegetables']
32,029f18ba-0aed-11ec-9b8e-0242ac140002,United States,"{'lat': 46.60636009999999, 'lng': -122.57192}",0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
33,02a860be-584a-11ec-9f46-0242ac150004,Brazil,"{'lat': -20.9129972, 'lng': -43.0967965}",1056931.0532163663,1056931.0532163663,11145.02508985276,11145.02508985276,"[[(15536899.7852, 7675808.1463), (15536653.7538, 7675886.125), (15536609.5305, 7675926.2285), (15536586.5594, 7675961.8761), (15536693.7323, 7676151.2554), (15536835.6162, 7676360.6891), (15537142.6484, 7676469.863), (15537293.8119, 7676487.6874), (15537459.8933, 7676367.3732), (15537550.0427, 7676371.8292), (15537583.1259, 7676273.796), (15537545.5137, 7676173.5354), (15537594.1901, 7676133.4313), (15537579.659, 7676172.9927), (15537624.1274, 7676264.3413), (15537593.8723, 7676360.1464), (15537792.9414, 7676291.0775), (15537995.1809, 7676201.9568), (15538140.1787, 7676077.1887), (15538252.7846, 7675956.8775), (15538177.6374, 7675896.7222), (15538146.2833, 7675789.78), (15538193.3427, 7675631.5959), (15538153.1611, 7675549.1717), (15537868.4399, 7675382.0783), (15537785.4986, 7675350.8877), (15537603.3735, 7675580.3626), (15537562.2346, 7675633.833), (15537433.4418, 7675640.5168), (15537258.0259, 7675696.2153), (15537044.8159, 7675776.4214), (15536899.7852, 7675808.1463)]]","[[(15537532.3168, 7675795.5785), (15537496.7521, 7675820.086), (15537607.7037, 7675987.1838), (15537648.6242, 7675959.3341), (15537597.2622, 7675864.6452), (15537557.4658, 7675805.6043), (15537532.3168, 7675795.5785)]]",[],[],[],[],[],[],[],[],[],[],[],[],"['Arara, MG3,2SL, Vermelho 144, 20/137']",['Stimulant crops']
